"full_name","a","e","i","om","w","q","ad","per.y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"       (2021 CU)",1.256,0.2209,4.28,140.29,32.42,0.979,1.53,1.41,14,6,99,,,26.67
"       (2021 CV)",2.049,0.5841,4.24,136.34,308.32,0.852,3.25,2.93,1,7,14,,,28.90
"       (2021 CW)",2.463,0.5729,1.21,327.19,177.86,1.052,3.87,3.87,13,8,21,,,26.50
"       (2021 CX)",0.9877,0.2722,5.38,134.29,113.46,0.719,1.26,0.982,5,7,20,,,28.00
"       (2021 CY)",2.769,0.6878,1.98,133.53,312.44,0.864,4.67,4.61,3,8,19,,,27.70
"       (2021 CZ)",1.418,0.2742,8.00,133.53,5.85,1.029,1.81,1.69,1,9,12,,,27.10
"       (2021 CA1)",1.138,0.1338,6.34,315.62,211.56,0.985,1.29,1.21,1,7,12,,,28.40
"       (2021 CB1)",2.323,0.6166,3.87,135.23,314.25,0.891,3.76,3.54,5,8,15,,,29.20
"       (2021 CC1)",1.64,0.4245,20.73,136.04,309.93,0.944,2.34,2.1,3,9,16,,,26.00
"       (2021 CD1)",0.8961,0.3580,25.24,320.68,319.06,0.575,1.22,0.848,14,7,45,,,24.13
"       (2021 CE1)",0.9814,0.2083,6.68,129.53,244.50,0.777,1.19,0.972,2,7,15,,,26.00
"       (2021 CF1)",2.47,0.6032,15.03,135.81,323.44,0.980,3.96,3.88,2,9,15,,,26.10
"       (2021 CG1)",1.656,0.3918,0.07,1.29,110.33,1.007,2.30,2.13,30,8,38,,,26.03
"       (2021 CH1)",0.7506,0.5333,30.23,134.80,202.64,0.350,1.15,0.65,3,7,19,,,24.60
"       (2021 CJ1)",2.339,0.5565,8.19,135.75,359.40,1.037,3.64,3.58,11,8,27,,,26.20
"       (2021 CM1)",1.79,0.4333,2.04,311.80,214.18,1.014,2.57,2.39,36,8,38,,,25.41
"       (2021 CN1)",2.267,0.5258,1.20,87.78,62.58,1.075,3.46,3.41,48,6,33,,,24.96
"       (2021 CO1)",1.15,0.5012,6.33,319.29,292.49,0.574,1.73,1.23,9,8,54,,,25.12
"       (2021 CP1)",2.598,0.6320,8.43,134.57,316.66,0.956,4.24,4.19,5,9,28,,,24.60
"       (2021 CQ1)",1.385,0.3027,39.35,136.75,96.60,0.966,1.80,1.63,186,3,87,,,21.58
"       (2021 CR1)",0.872,0.4440,12.63,137.09,144.78,0.485,1.26,0.814,10,7,40,,,25.10
"       (2021 CS1)",1.735,0.4167,7.13,321.44,193.20,1.012,2.46,2.29,2,8,17,,,26.20
"       (2021 CT1)",0.9854,0.1529,8.83,131.19,235.58,0.835,1.14,0.978,388,3,29,,,25.30
"       (2021 CU1)",0.9516,0.2610,2.35,323.02,292.25,0.703,1.20,0.928,5,5,32,,,28.60
"       (2021 CV1)",1.093,0.6748,0.55,1.66,268.25,0.356,1.83,1.14,9,8,66,,,24.87
"       (2021 CW1)",1.263,0.3756,3.03,146.97,255.08,0.789,1.74,1.42,4,9,21,,,25.20
"       (2021 CX1)",1.497,0.4965,3.45,315.29,258.29,0.754,2.24,1.83,2,7,19,,,28.10
"       (2021 CY1)",1.529,0.2834,11.41,133.88,0.70,1.095,1.96,1.89,14,8,21,,,24.60
"       (2021 CZ1)",1.249,0.2035,22.75,314.62,179.78,0.995,1.50,1.4,7,7,45,,,25.00
"       (2021 CA2)",2.067,0.5033,4.58,137.89,358.62,1.027,3.11,2.97,13,8,31,,,26.20
"       (2021 CB2)",1.404,0.3504,16.21,138.97,302.36,0.912,1.90,1.66,12,7,61,,,25.20
"       (2021 CC2)",0.9298,0.0917,7.29,142.39,185.00,0.845,1.02,0.897,55,5,280,,,22.95
"       (2021 CD2)",1.573,0.5095,13.41,318.52,271.22,0.771,2.37,1.97,14,8,64,,,22.91
"       (2021 CE2)",1.239,0.1068,21.33,140.13,83.13,1.107,1.37,1.38,30,6,38,,,22.92
"       (2021 CF2)",2.872,0.6162,2.28,172.81,350.48,1.102,4.64,4.87,82,5,100,,,24.02
"       (2021 CG2)",1.958,0.5454,4.48,318.84,123.88,0.890,3.03,2.74,11,8,21,,,25.40
"       (2021 CH2)",1.139,0.1256,19.92,319.37,292.37,0.996,1.28,1.22,227,3,125,,,21.80
"       (2021 CJ2)",1.382,0.7330,3.94,107.72,261.76,0.369,2.39,1.62,39,6,36,,,21.62
"       (2021 CK2)",2.635,0.6963,7.82,305.86,134.21,0.800,4.47,4.28,204,3,195,,,20.75
"       (2021 CM2)",1.727,0.3787,31.62,140.87,282.55,1.073,2.38,2.27,7,9,17,,,22.30
"       (2021 CN2)",1.688,0.4647,9.14,320.38,132.37,0.904,2.47,2.19,2,8,16,,,26.69
"       (2021 CO2)",1.18,0.4113,27.08,319.32,81.98,0.695,1.67,1.28,3,8,20,,,25.90
"       (2021 CP2)",0.971,0.2796,8.41,336.19,339.60,0.699,1.24,0.957,43,4,54,,,23.05
"       (2021 CQ2)",2.475,0.6093,2.00,346.11,119.21,0.967,3.98,3.89,24,7,104,,,24.40
"       (2021 CR2)",1.274,0.2822,24.07,138.77,56.08,0.915,1.63,1.44,5,8,36,,,24.65
"       (2021 CS2)",1.562,0.4852,9.02,139.45,65.31,0.804,2.32,1.95,1,7,14,,,29.10
"       (2021 CU2)",1.262,0.2781,20.13,134.62,301.79,0.911,1.61,1.42,6,8,43,,,24.12
"       (2021 CV2)",2.282,0.5349,9.30,142.12,32.48,1.061,3.50,3.45,69,6,55,,,23.73
"       (2021 CW2)",1.162,0.1414,5.25,318.01,221.68,0.997,1.33,1.25,10,7,18,,,27.80
"       (2021 CY2)",1.419,0.4161,4.61,44.99,356.49,0.829,2.01,1.69,52,6,22,,,22.38
"       (2021 CZ2)",0.8213,0.4127,20.26,295.85,42.20,0.482,1.16,0.744,30,7,33,,,22.49
"       (2021 CC3)",2.419,0.5478,6.76,149.81,28.16,1.094,3.74,3.76,54,6,35,,,24.77
"       (2021 CE3)",1.132,0.0905,7.59,317.51,190.92,1.030,1.23,1.2,2,7,18,,,26.70
"       (2021 CF3)",1.828,0.5160,11.25,316.01,117.12,0.885,2.77,2.47,15,8,26,,,24.38
"       (2021 CG3)",1.085,0.2198,8.89,156.05,112.77,0.846,1.32,1.13,319,3,102,,,22.73
"       (2021 CH3)",1.389,0.5109,11.69,304.57,88.02,0.680,2.10,1.64,44,6,32,,,23.93
"       (2021 CJ3)",2.407,0.6295,3.40,310.91,140.13,0.892,3.92,3.73,10,8,18,,,27.53
"       (2021 CK3)",1.696,0.5427,0.92,139.96,289.72,0.775,2.62,2.21,2,8,9,,,29.80
"       (2021 CL3)",1.132,0.1869,24.61,141.10,281.59,0.920,1.34,1.2,4,8,19,,,25.00
"       (2021 CM3)",1.893,0.6290,3.75,146.24,275.31,0.702,3.08,2.61,1,8,19,,,27.30
"       (2021 CN3)",1.035,0.0788,3.28,334.04,258.85,0.954,1.12,1.05,19,6,33,,,26.23
"       (2021 CO3)",1.014,0.0344,12.43,140.58,222.18,0.979,1.05,1.02,17,7,22,,,25.78
"       (2021 CP3)",3.565,0.6685,9.66,322.18,239.18,1.182,5.95,6.73,113,5,58,,,21.31
"       (2021 CR3)",1.064,0.6425,8.82,150.24,128.81,0.380,1.75,1.1,12,8,48,,,22.80
"       (2021 CS3)",2.382,0.6182,9.07,135.41,323.00,0.910,3.85,3.68,15,7,72,,,24.52
"       (2021 CU3)",2.404,0.7799,17.81,144.54,101.78,0.529,4.28,3.73,13,8,85,,,22.65
"       (2021 CV3)",1.736,0.4117,10.63,324.27,155.69,1.021,2.45,2.29,44,6,124,,,23.46
"       (2021 CZ3)",1.105,0.3143,4.54,140.10,271.74,0.757,1.45,1.16,1,6,42,,,31.00
"       (2021 CA4)",1.896,0.4535,14.98,145.98,10.11,1.036,2.76,2.61,28,8,67,,,24.30
"       (2021 CB4)",2.215,0.7058,4.67,59.54,195.58,0.652,3.78,3.3,69,5,69,,,20.73
"       (2021 CC4)",1.716,0.3546,42.01,153.36,78.45,1.107,2.32,2.25,3309,0,77,,,20.30
"       (2021 CE4)",1.929,0.4850,5.58,314.59,156.96,0.993,2.86,2.68,8,8,14,,,26.50
"       (2021 CF4)",1.53,0.7395,6.68,182.36,96.45,0.399,2.66,1.89,35,7,55,,,21.66
"       (2021 CG4)",1.574,0.3652,13.72,322.49,188.45,0.999,2.15,1.97,12,7,59,,,25.89
"       (2021 CJ4)",1.838,0.6670,3.94,202.25,197.02,0.612,3.06,2.49,27,8,38,,,22.08
"       (2021 CL4)",1.796,0.4933,0.59,98.18,90.85,0.910,2.68,2.41,8,8,13,,,26.70
"       (2021 CM4)",1.415,0.2665,2.54,140.01,11.56,1.038,1.79,1.68,5,7,12,,,27.60
"       (2021 CN4)",1.937,0.4465,9.88,181.37,342.04,1.072,2.80,2.7,128,4,309,,,20.47
"       (2021 CO4)",2.342,0.7048,2.66,212.27,12.17,0.691,3.99,3.59,11,8,40,,,23.90
"       (2021 CP4)",1.913,0.6801,4.73,41.78,4.51,0.612,3.21,2.65,27,7,32,,,21.87
"       (2021 CQ4)",2.837,0.6310,2.02,352.38,166.29,1.047,4.63,4.78,27,7,37,,,25.56
"       (2021 CR4)",1.544,0.3610,4.08,309.40,149.55,0.986,2.10,1.92,3,8,10,,,26.80
"       (2021 CS4)",1.36,0.4546,19.51,146.58,88.45,0.742,1.98,1.59,12,8,29,,,23.31
"       (2021 CT4)",1.738,0.4688,7.19,155.56,57.04,0.923,2.55,2.29,27,7,61,,,23.33
"       (2021 CU4)",1.145,0.1586,24.47,130.69,138.08,0.963,1.33,1.23,189,4,42,,,22.26
"       (2021 CV4)",1.266,0.5906,19.59,140.89,252.46,0.518,2.01,1.42,10,7,89,,,24.60
"       (2021 CW4)",1.757,0.5401,6.94,204.81,225.04,0.808,2.71,2.33,1425,1,235,,,19.70
"       (2021 CX4)",1.171,0.3558,4.67,123.10,115.01,0.755,1.59,1.27,34,6,35,,,23.77
"       (2021 CY4)",1.946,0.6769,57.71,318.85,269.99,0.629,3.26,2.71,3,9,42,,,23.60
"       (2021 CZ4)",1.044,0.0128,3.89,147.65,240.01,1.030,1.06,1.07,25,6,24,,,26.94
"       (2021 CC5)",1.291,0.2826,13.71,147.76,61.84,0.926,1.66,1.47,46,5,52,,,24.65
"       (2021 CD5)",2.022,0.5926,3.28,165.41,42.67,0.824,3.22,2.88,7,8,25,,,25.70
"       (2021 CE5)",1.056,0.2336,29.30,320.33,85.08,0.810,1.30,1.09,3,8,22,,,25.50
"       (2021 CF5)",1.26,0.0607,2.59,131.63,96.87,1.184,1.34,1.41,4,8,13,,,24.20
"       (2021 CG5)",1.994,0.5505,1.12,235.14,210.58,0.896,3.09,2.82,3,9,17,,,26.05
"       (2021 CH5)",1.838,0.4824,1.14,231.00,310.75,0.951,2.72,2.49,3,8,15,,,26.80
"       (2021 CL5)",1.988,0.4439,0.83,258.21,277.58,1.106,2.87,2.8,67,5,52,,,24.90
"       (2021 CM5)",2.995,0.6160,12.96,165.13,329.21,1.150,4.84,5.18,38,6,21,,,23.35
"       (2021 CN5)",1.1,0.4920,5.64,325.51,287.36,0.559,1.64,1.15,3,7,25,,,27.80
"       (2021 CO5)",1.988,0.4542,4.50,191.82,331.78,1.085,2.89,2.8,60,5,74,,,24.54
"       (2021 CQ5)",1.139,0.4156,4.24,143.48,95.97,0.666,1.61,1.22,4,6,31,,,28.60
"       (2021 CS5)",2.575,0.6529,4.91,329.18,112.48,0.894,4.26,4.13,22,7,44,,,23.96
"       (2021 CT5)",2.206,0.4914,37.68,70.34,125.22,1.122,3.29,3.28,2784,0,144,,,18.87
"       (2021 CU5)",1.474,0.4517,6.58,325.59,109.00,0.808,2.14,1.79,10,7,75,,,26.13
"       (2021 CW5)",2.195,0.4633,7.69,332.62,227.10,1.178,3.21,3.25,100,4,58,,,22.10
"       (2021 CX5)",1.626,0.3825,1.79,214.47,342.64,1.004,2.25,2.07,91,5,109,,,24.29
"       (2021 CY5)",0.8546,0.2921,4.79,152.53,208.25,0.605,1.10,0.79,9,6,47,,,25.87
"       (2021 CZ5)",1.161,0.1335,17.00,137.48,38.34,1.006,1.32,1.25,2,7,30,,,25.90
"       (2021 CA6)",1.044,0.1645,7.21,144.58,80.31,0.872,1.22,1.07,3,5,66,,,28.55
"       (2021 CB6)",1.791,0.4009,7.76,188.18,268.99,1.073,2.51,2.4,31,7,48,,,23.47
"       (2021 CC6)",1.408,0.4705,1.13,140.44,79.53,0.746,2.07,1.67,1,6,34,,,30.15
"       (2021 CD6)",2.228,0.5571,15.87,196.18,202.51,0.987,3.47,3.33,119,6,46,,,20.42
"       (2021 CE6)",1.48,0.7223,5.29,146.39,225.58,0.411,2.55,1.8,6,9,11,,,23.80
"       (2021 CF6)",2.082,0.5280,6.93,168.56,6.64,0.982,3.18,3,28,4,112,4,1,23.77
"       (2021 CG6)",2.116,0.7169,42.88,304.63,323.19,0.599,3.63,3.08,64,5,36,,,19.84
"       (2021 CH6)",1.969,0.4820,2.63,168.85,308.57,1.020,2.92,2.76,11,8,20,,,25.80
"       (2021 CJ6)",1.248,0.2612,8.17,126.81,312.57,0.922,1.57,1.39,17,6,17,,,26.09
"       (2021 CK6)",1.351,0.1984,16.86,150.65,43.66,1.083,1.62,1.57,26,7,33,,,24.52
"       (2021 CL6)",1.624,0.5566,6.30,307.12,113.07,0.720,2.53,2.07,14,8,44,,,24.44
"       (2021 CM6)",1.381,0.4831,18.95,313.13,97.02,0.714,2.05,1.62,11,8,22,,,24.62
"       (2021 CN6)",1.392,0.3343,4.74,302.36,261.82,0.926,1.86,1.64,9,8,35,,,23.76
"       (2021 CP6)",2.11,0.5250,2.72,305.83,278.15,1.002,3.22,3.07,115,4,59,,,22.86
"       (2021 CS6)",1.658,0.4326,0.97,144.91,33.24,0.941,2.38,2.13,1,7,49,,,27.80
"       (2021 CT6)",1.303,0.2744,20.74,135.04,291.08,0.946,1.66,1.49,8,8,19,,,23.40
"       (2021 CU6)",1.437,0.4396,17.67,143.86,291.25,0.805,2.07,1.72,4,7,52,,,26.50
"       (2021 CY6)",1.923,0.3522,17.42,198.92,228.72,1.246,2.60,2.67,1368,1,58,,,19.90
"       (2021 CZ6)",2.399,0.5043,30.08,151.26,351.23,1.189,3.61,3.72,83,5,70,,,20.22
"       (2021 CA7)",1.602,0.3611,7.59,274.44,309.37,1.024,2.18,2.03,2066,1,25,,,22.40
"       (2021 CB7)",1.129,0.6728,35.61,351.12,7.87,0.370,1.89,1.2,2212,1,44,,,20.77
"       (2021 CC7)",1.021,0.0485,7.02,143.31,51.46,0.971,1.07,1.03,2,4,50,,,29.74
"       (2021 CK7)",1.696,0.3120,5.20,316.96,197.42,1.167,2.23,2.21,58,5,43,,,23.74
"       (2021 CL7)",0.888,0.1824,7.32,327.40,25.58,0.726,1.05,0.837,22,6,55,,,25.67
"       (2021 CM7)",2.07,0.9261,7.49,283.31,4.54,0.153,3.99,2.98,30,7,24,,,21.21
"       (2021 CN7)",1.424,0.4175,20.44,159.07,83.54,0.829,2.02,1.7,38,6,49,,,22.75
"       (2021 CO7)",2.241,0.5816,7.02,17.67,64.40,0.938,3.54,3.35,20,8,32,,,22.93
"       (2021 CP7)",1.877,0.5107,0.32,47.09,143.80,0.918,2.84,2.57,7,8,28,,,27.60
"       (2021 CQ7)",1.279,0.2234,21.07,131.83,315.97,0.993,1.56,1.45,1,9,18,,,24.20
"       (2021 CW7)",1.204,0.2697,6.24,325.95,240.85,0.879,1.53,1.32,2,6,32,,,31.22
"       (2021 CY7)",1.497,0.6152,7.19,279.44,110.95,0.576,2.42,1.83,10,8,17,,,23.30
"       (2021 CZ7)",1.224,0.2227,14.22,328.39,217.14,0.951,1.50,1.35,2,7,21,,,28.40
"       (2021 CA8)",1.567,0.3684,5.85,142.18,312.45,0.990,2.14,1.96,2,9,9,,,25.80
"       (2021 CB8)",2.03,0.5458,6.18,147.18,43.23,0.922,3.14,2.89,4,8,19,,,27.50
"       (2021 CC8)",2.773,0.5911,3.59,139.66,32.14,1.134,4.41,4.62,29,8,30,,,24.67
"       (2021 CD8)",1.156,0.1524,0.66,54.32,55.69,0.980,1.33,1.24,30,6,48,,,28.55
"       (2021 CE8)",2.434,0.6254,2.28,318.06,232.19,0.912,3.96,3.8,1,8,11,,,28.10
"       (2021 CF8)",0.9595,0.4017,2.05,353.36,288.72,0.574,1.34,0.94,23,6,135,,,24.05
"       (2021 CG8)",1.754,0.6485,1.38,123.29,293.45,0.617,2.89,2.32,8,8,38,,,25.95
"       (2021 CH8)",1.18,0.2804,12.20,149.86,75.64,0.849,1.51,1.28,12,7,49,,,24.82
"       (2021 CM8)",1.746,0.4465,4.01,112.19,78.92,0.966,2.53,2.31,34,6,49,,,24.30
"       (2021 CP8)",1.094,0.3491,28.22,312.38,345.88,0.712,1.48,1.14,24,6,24,,,22.19
"       (2021 CQ8)",2.178,0.5278,10.51,127.15,39.29,1.028,3.33,3.21,3,9,14,,,25.20
"       (2021 CR8)",2.734,0.6286,24.56,325.39,224.19,1.015,4.45,4.52,58,6,21,,,22.29
"       (2021 CS8)",2.532,0.5331,3.85,214.63,287.55,1.182,3.88,4.03,29,7,27,,,24.51
"       (2021 CT8)",2.224,0.7489,11.43,83.51,195.68,0.558,3.89,3.32,62,5,65,,,20.13
"       (2021 CU8)",1.686,0.5054,4.29,148.40,59.78,0.834,2.54,2.19,4,8,23,,,28.20
"       (2021 CV8)",2.46,0.5663,8.50,143.75,11.52,1.067,3.85,3.86,21,7,31,,,25.00
"       (2021 CW8)",1.524,0.5065,31.60,144.68,77.32,0.752,2.30,1.88,2,8,90,,,25.30
"       (2021 CX8)",1.278,0.2705,7.78,343.23,233.45,0.933,1.62,1.45,33,6,65,,,24.16
"       (2021 CY8)",1.09,0.2621,6.20,305.17,98.15,0.805,1.38,1.14,6,7,12,,,26.00
"       (2021 CZ8)",1.118,0.1530,20.11,348.43,26.36,0.947,1.29,1.18,36,5,46,,,22.39
"       (2021 CA9)",1.726,0.4409,31.03,148.96,289.78,0.965,2.49,2.27,7,9,21,,,23.33
"       (2021 CB9)",1.628,0.3476,3.41,165.26,28.18,1.062,2.19,2.08,89,5,87,,,24.88
"       (2021 CC9)",1.726,0.3580,10.67,342.53,182.85,1.108,2.34,2.27,58,6,55,,,24.71
"       (2021 CD9)",1.505,0.3894,3.28,100.54,338.43,0.919,2.09,1.85,4,8,18,,,25.50
"       (2021 CE9)",1.929,0.4561,8.64,143.39,24.50,1.049,2.81,2.68,22,7,21,,,25.03
"       (2021 CF9)",1.09,0.2808,22.28,118.98,223.62,0.784,1.40,1.14,3235,0,48,,,21.51
"       (2021 CG9)",2.295,0.5337,14.57,333.91,196.83,1.070,3.52,3.48,58,5,98,,,23.18
"       (2021 CJ9)",1.437,0.1592,25.59,131.48,6.12,1.208,1.67,1.72,10,7,20,,,23.00
"       (2021 CL9)",1.112,0.2245,3.75,334.09,91.75,0.862,1.36,1.17,7,7,19,,,27.11
"       (2021 CM9)",2.989,0.6187,18.19,130.12,310.38,1.140,4.84,5.17,2457,1,89,,,18.50
"       (2021 CN9)",1.147,0.0760,12.23,138.43,191.84,1.060,1.23,1.23,23,6,29,,,23.64
"       (2021 CO9)",2.57,0.4989,25.68,174.91,263.63,1.288,3.85,4.12,32,6,33,,,19.60
"       (2021 CP9)",0.7761,0.3097,14.85,332.06,5.73,0.536,1.02,0.684,6,8,28,,,26.97
"       (2021 CQ9)",2.642,0.5871,23.78,324.38,92.62,1.091,4.19,4.3,183,5,30,,,21.00
"       (2021 CR9)",0.9161,0.2370,10.70,332.21,14.27,0.699,1.13,0.877,28,6,39,,,24.90
"       (2021 CS9)",0.9827,0.1802,14.98,139.34,259.05,0.806,1.16,0.974,28,6,41,,,24.29
"       (2021 CT9)",1.366,0.3099,35.86,141.55,289.97,0.943,1.79,1.6,4,9,20,,,23.40
"       (2021 CU9)",1.909,0.4603,5.76,134.81,356.67,1.030,2.79,2.64,11,8,18,,,26.00
"       (2021 CC10)",1.822,0.3157,7.81,133.19,320.22,1.247,2.40,2.46,12,7,10,,,22.30
"       (2021 CD10)",2.445,0.5102,5.65,336.71,141.19,1.198,3.69,3.82,10,8,9,,,24.00
"       (2021 CE10)",1.542,0.5857,31.40,338.21,291.79,0.639,2.45,1.91,40,6,57,,,22.32
"       (2021 CF10)",1.28,0.2156,18.74,328.08,229.49,1.004,1.56,1.45,18,7,27,,,24.24
"       (2021 CG10)",1.237,0.3117,19.13,143.62,291.06,0.851,1.62,1.38,2,9,14,,,26.70
"       (2021 CL10)",2.194,0.5411,23.71,33.32,113.08,1.007,3.38,3.25,74,6,62,,,21.04
"       (2021 CP10)",1.868,0.3367,21.19,127.71,345.85,1.239,2.50,2.55,2,9,16,,,22.60
"       (2021 CT10)",0.9193,0.3333,12.81,350.66,315.36,0.613,1.23,0.881,2,9,11,,,24.39
"       (2021 CU10)",1.427,0.1130,25.38,337.64,92.88,1.265,1.59,1.7,27,6,14,,,22.09
"       (2021 CY10)",2.039,0.4569,2.15,22.46,198.06,1.107,2.97,2.91,141,4,54,,,21.99
"       (2021 CJ16)",2.031,0.4390,6.58,34.93,223.61,1.140,2.92,2.9,105,4,37,,,19.80
"       (2021 CT22)",1.635,0.2835,5.81,135.43,51.30,1.172,2.10,2.09,60,6,14,,,23.31
"       (2021 CG37)",1.031,0.2740,5.53,120.60,131.88,0.749,1.31,1.05,2,9,9,,,26.02
"       (2021 CH37)",1.539,0.3752,6.41,329.02,204.39,0.961,2.12,1.91,1,8,13,,,27.93
"       (2021 DD)",1.686,0.4409,24.17,336.76,100.42,0.943,2.43,2.19,25,7,39,,,23.04
"       (2021 DE)",1.391,0.7598,4.74,337.29,303.96,0.334,2.45,1.64,12,4,74,0,1,24.37
"       (2021 DF)",1.515,0.3382,15.97,147.98,347.38,1.002,2.03,1.86,5,7,55,,,26.26
"       (2021 DG)",1.073,0.3800,9.10,330.17,280.52,0.665,1.48,1.11,1,7,17,,,30.43
"       (2021 DH)",2.708,0.5793,7.28,2.98,119.43,1.139,4.28,4.46,26,8,20,,,23.67
"       (2021 DJ)",1.85,0.4277,7.97,159.06,355.29,1.059,2.64,2.52,34,7,46,,,24.84
"       (2021 DK)",1.534,0.6281,7.83,181.43,230.67,0.571,2.50,1.9,52,5,99,,,21.32
"       (2021 DL)",1.727,0.4101,5.16,337.85,190.10,1.019,2.44,2.27,26,7,75,,,25.13
"       (2021 DM)",1.428,0.3273,14.70,334.73,222.76,0.961,1.90,1.71,7,8,18,,,26.10
"       (2021 DN)",1.922,0.5885,2.95,8.14,67.34,0.791,3.05,2.66,22,8,44,,,23.86
"       (2021 DO)",1.654,0.4011,10.91,329.99,199.54,0.991,2.32,2.13,4,7,52,,,26.71
"       (2021 DP)",1.948,0.5053,4.16,332.66,151.85,0.963,2.93,2.72,7,7,90,,,26.56
"       (2021 DQ)",2.096,0.7204,14.03,275.97,349.92,0.586,3.61,3.03,67,5,43,,,20.25
"       (2021 DR)",0.8947,0.1483,1.48,143.03,217.85,0.762,1.03,0.846,17,6,66,,,27.78
"       (2021 DS)",1.444,0.3446,4.48,68.63,134.20,0.946,1.94,1.73,19,7,33,,,24.05
"       (2021 DT)",1.383,0.3431,4.91,2.68,210.12,0.909,1.86,1.63,16,8,19,,,25.04
"       (2021 DU)",2.201,0.5038,7.55,81.07,103.05,1.092,3.31,3.26,81,5,41,,,23.41
"       (2021 DV)",1.794,0.4310,6.50,157.06,342.73,1.021,2.57,2.4,17,7,47,,,25.41
"       (2021 DW)",1.487,0.3614,18.90,321.68,127.13,0.950,2.03,1.81,20,7,28,,,24.58
"       (2021 DX)",1.243,0.1842,8.47,174.44,56.20,1.014,1.47,1.39,130,5,42,,,24.51
"       (2021 DY)",1.768,0.4358,2.77,11.66,86.64,0.997,2.54,2.35,9,8,23,,,24.60
"       (2021 DZ)",1.443,0.2916,13.50,326.97,130.08,1.023,1.86,1.73,14,8,27,,,24.88
"       (2021 DA1)",1.244,0.1502,6.02,323.90,216.39,1.057,1.43,1.39,13,8,20,,,25.93
"       (2021 DB1)",1.612,0.5444,12.06,147.67,79.86,0.735,2.49,2.05,2,8,38,,,26.27
"       (2021 DC1)",1.034,0.1254,13.26,147.90,86.77,0.905,1.16,1.05,4,7,31,,,26.24
"       (2021 DD1)",1.667,0.4271,9.48,331.47,212.64,0.955,2.38,2.15,3,7,32,,,27.65
"       (2021 DE1)",1.069,0.0834,3.07,340.82,219.89,0.980,1.16,1.11,8,6,35,,,27.50
"       (2021 DF1)",1.087,0.0369,10.27,145.92,312.75,1.047,1.13,1.13,4,8,14,,,25.94
"       (2021 DG1)",1.65,0.5344,32.43,160.59,251.27,0.768,2.53,2.12,42,6,93,,,22.08
"       (2021 DH1)",1.408,0.4362,2.55,141.86,293.83,0.794,2.02,1.67,4,8,13,,,26.89
"       (2021 DJ1)",1.231,0.2643,2.29,135.22,315.59,0.906,1.56,1.37,3,7,10,,,27.66
"       (2021 DK1)",0.8495,0.3750,26.72,149.74,141.89,0.531,1.17,0.783,6,7,66,,,23.63
"       (2021 DN1)",1.746,0.4505,3.17,330.69,152.65,0.959,2.53,2.31,4,6,39,,,28.14
"       (2021 DO1)",0.8511,0.2400,10.94,337.19,0.83,0.647,1.06,0.785,16,7,35,,,25.31
"       (2021 DP1)",2.392,0.5940,3.11,331.17,207.81,0.971,3.81,3.7,6,7,106,,,25.95
"       (2021 DQ1)",2.447,0.5922,0.89,13.38,108.07,0.998,3.90,3.83,3,8,20,,,26.31
"       (2021 DR1)",1.079,0.0434,13.05,335.66,44.81,1.033,1.13,1.12,4,8,16,,,25.53
"       (2021 DS1)",1.634,0.2165,11.43,150.12,248.45,1.280,1.99,2.09,19,6,27,,,20.84
"       (2021 DT1)",1.641,0.5004,5.81,27.85,207.69,0.820,2.46,2.1,16,8,35,,,23.10
"       (2021 DU1)",0.994,0.2803,25.48,328.84,303.39,0.715,1.27,0.991,14,8,72,,,23.89
"       (2021 DW1)",1.327,0.2526,6.88,162.49,10.54,0.992,1.66,1.53,27,4,284,,,25.02
"       (2021 DX1)",1.443,0.3365,6.10,348.01,132.21,0.957,1.93,1.73,40,6,237,,,23.38
"       (2021 DY1)",2.468,0.6250,4.23,143.16,321.12,0.926,4.01,3.88,4,9,17,,,26.57
"       (2021 DZ1)",1.757,0.5620,17.17,353.25,61.06,0.770,2.74,2.33,25,7,22,,,22.09
"       (2021 DA2)",0.8984,0.2100,8.57,152.86,230.90,0.710,1.09,0.852,8,5,74,,,29.17
"       (2021 DC2)",1.802,0.6867,5.52,150.22,100.74,0.564,3.04,2.42,33,7,24,,,21.83
"       (2021 DE2)",1.823,0.5591,5.05,328.47,120.72,0.804,2.84,2.46,9,8,26,,,25.90
"       (2021 DF2)",1.548,0.2455,6.01,131.08,18.16,1.168,1.93,1.93,26,7,19,,,23.88
"       (2021 DH2)",2.169,0.7579,5.31,333.09,87.10,0.525,3.81,3.19,29,7,85,,,21.73
"       (2021 DJ2)",1.247,0.1137,13.89,342.20,190.94,1.106,1.39,1.39,49,6,55,,,24.22
"       (2021 DK2)",2.032,0.7287,4.46,29.69,21.26,0.551,3.51,2.9,11,9,18,,,22.94
"       (2021 DM2)",1.332,0.2870,21.65,149.31,221.49,0.950,1.71,1.54,171,4,40,,,20.89
"       (2021 DO2)",1.398,0.4793,2.15,212.35,215.50,0.728,2.07,1.65,18,8,49,,,23.92
"       (2021 DP2)",1.496,0.3239,2.06,15.84,159.43,1.012,1.98,1.83,61,5,57,,,26.32
"       (2021 DQ2)",1.961,0.4543,8.66,15.30,215.69,1.070,2.85,2.75,162,5,82,,,21.38
"       (2021 DR2)",2.589,0.5129,26.49,341.14,247.06,1.261,3.92,4.17,134,5,53,,,19.95
